farmers_ahead,total_qty_ahead_kg,quantity_kg,crop_type,produce_quality_grade,active_counters,staff_present,center_daily_capacity_quintals,vehicle_type,slot_hour,day_of_week,is_harvest_peak_season,weather_condition,actual_wait_time_minutes
4,5700,1360,Wheat,Grade B,2,7,1500,Mini Truck (Pickup),14,1,0,Clear,21.1
4,5300,460,Mustard,Grade B,2,6,1000,Mini Truck (Pickup),15,3,0,Clear,32.1
7,7000,2260,Paddy,Grade B,4,7,1000,Tractor Trolley,13,5,0,Clear,41.5
6,8000,760,Paddy,Grade A,2,4,500,Tractor Trolley,12,3,1,Clear,52.0
8,10600,1460,Maize,Grade B,2,3,1000,Mini Truck (Pickup),13,4,0,Overcast,79.9
13,18100,800,Cotton,Grade C (High Moisture),4,2,2500,Tractor Trolley,13,1,1,Clear,120.8
11,14000,1380,Soybean,Grade A,4,7,1000,Tractor Trolley,13,2,1,Clear,62.7
13,15500,1820,Mustard,Grade B,1,5,2500,Tractor Trolley,10,4,1,Overcast,191.2
6,8100,760,Cotton,Grade B,1,4,1500,Truck (6-Wheeler),16,4,1,Overcast,123.0
2,2300,540,Maize,Grade A,4,7,500,Truck (6-Wheeler),14,4,0,Clear,13.3
5,4900,830,Wheat,Grade A,2,4,1000,Tractor Trolley,11,5,0,Overcast,32.1
6,8400,660,Wheat,Grade B,3,3,1500,Tractor Trolley,11,1,0,Clear,42.3
8,7600,2240,Wheat,Grade A,2,8,4000,Tractor Trolley,11,2,1,Clear,46.4
4,3900,770,Paddy,Grade A,2,4,1000,Tractor Trolley,14,2,0,Clear,27.7
18,22000,870,Wheat,Grade C (High Moisture),2,7,1500,Mini Truck (Pickup),13,2,1,Overcast,142.6
9,9300,1870,Sugarcane,Grade A,3,12,1000,Tractor Trolley,12,3,1,Clear,44.7
1,1200,1210,Cotton,Grade A,1,4,4000,Truck (6-Wheeler),14,0,1,Clear,20.4
4,5800,1990,Mustard,Grade A,3,4,1000,Mini Truck (Pickup),12,3,0,Clear,34.0
3,3500,570,Wheat,Grade A,3,6,1000,Tractor Trolley,12,0,0,Clear,15.4
4,3800,1790,Paddy,Grade B,3,7,1000,Mini Truck (Pickup),15,3,1,Clear,24.9
12,11700,680,Paddy,Grade A,2,5,500,Truck (6-Wheeler),10,2,1,Clear,102.1
11,12100,1170,Mustard,Grade A,4,6,500,Tractor Trolley,10,5,0,Clear,63.4
16,23800,730,Paddy,Grade A,2,6,1000,Tractor Trolley,10,2,1,Clear,94.4
6,8100,2240,Cotton,Grade A,4,6,1000,Tractor Trolley,15,0,1,Overcast,46.4
10,11400,750,Cotton,Grade B,3,9,1500,Tractor Trolley,11,1,0,Clear,52.7
9,10300,1330,Maize,Grade A,4,7,2500,Tractor Trolley,11,2,0,Clear,39.1
7,7400,1920,Wheat,Grade A,4,10,500,Tractor Trolley,8,0,1,Clear,24.3
4,4200,600,Maize,Grade A,2,2,1500,Mini Truck (Pickup),14,3,0,Clear,29.6
6,6700,350,Cotton,Grade B,2,6,1000,Tractor Trolley,13,3,0,Clear,50.5
10,11000,910,Mustard,Grade A,3,12,1500,Mini Truck (Pickup),10,3,1,Clear,56.9
9,10900,2390,Paddy,Grade B,3,8,1000,Mini Truck (Pickup),12,1,1,Clear,46.5
9,8500,1060,Paddy,Grade A,2,9,1500,Bullock Cart,11,1,0,Clear,58.4
7,7400,850,Wheat,Grade A,4,12,1000,Tractor Trolley,13,0,0,Clear,20.3
8,8600,900,Sugarcane,Grade A,2,7,500,Tractor Trolley,14,1,1,Overcast,50.4
9,11500,1680,Paddy,Grade A,1,2,4000,Tractor Trolley,10,0,1,Light Rain,148.0
6,8500,840,Sugarcane,Grade A,3,8,1000,Bullock Cart,13,2,1,Clear,38.0
2,2900,930,Paddy,Grade A,2,9,2500,Tractor Trolley,12,2,0,Clear,17.4
15,14100,1420,Wheat,Grade A,4,12,1000,Mini Truck (Pickup),11,1,1,Clear,43.8
8,11700,1310,Cotton,Grade A,3,7,2500,Tractor Trolley,10,4,1,Clear,56.8
7,9400,2300,Wheat,Grade B,2,4,4000,Tractor Trolley,13,6,1,Clear,64.1
1,1300,1400,Soybean,Grade A,2,5,500,Tractor Trolley,14,3,1,Clear,10.7
6,6100,1280,Maize,Grade A,2,4,1000,Mini Truck (Pickup),17,5,1,Clear,45.5
9,12300,1360,Mustard,Grade A,3,10,1500,Mini Truck (Pickup),10,0,1,Overcast,52.2
5,5800,680,Cotton,Grade B,2,10,1500,Bullock Cart,14,0,0,Overcast,50.3
1,1100,1130,Cotton,Grade A,2,2,2500,Mini Truck (Pickup),14,5,1,Clear,12.3
8,8700,1260,Sugarcane,Grade A,3,4,1000,Mini Truck (Pickup),15,1,1,Clear,60.0
4,4900,700,Wheat,Grade A,3,5,2500,Tractor Trolley,10,0,1,Clear,29.5
10,10700,2440,Maize,Grade B,2,7,2500,Tractor Trolley,13,2,1,Clear,65.8
3,4400,1170,Cotton,Grade B,4,9,1500,Tractor Trolley,14,4,0,Overcast,17.1
7,10000,1640,Sugarcane,Grade B,3,10,1000,Tractor Trolley,10,2,0,Clear,36.1
5,5900,2180,Maize,Grade A,2,9,2500,Tractor Trolley,16,2,0,Clear,24.0
1,1100,3470,Sugarcane,Grade B,3,6,1000,Mini Truck (Pickup),14,1,0,Overcast,11.4
8,10300,1940,Cotton,Grade B,2,12,1500,Tractor Trolley,12,2,0,Clear,62.6
3,3100,2370,Wheat,Grade A,2,3,1000,Tractor Trolley,14,4,0,Clear,28.3
3,4400,1360,Cotton,Grade B,4,12,500,Tractor Trolley,16,1,0,Overcast,19.2
8,9300,320,Mustard,Grade C (High Moisture),4,9,1500,Mini Truck (Pickup),12,2,1,Clear,52.5
4,5400,1330,Maize,Grade A,2,7,1500,Tractor Trolley,12,0,0,Clear,30.9
3,3700,570,Wheat,Grade B,2,4,2500,Tractor Trolley,8,1,0,Clear,25.6
5,4600,720,Cotton,Grade A,5,9,2500,Tractor Trolley,15,3,1,Light Rain,34.1
10,10700,2680,Wheat,Grade A,3,9,4000,Tractor Trolley,11,1,0,Clear,33.8
7,7700,1880,Soybean,Grade A,4,4,1000,Mini Truck (Pickup),9,3,1,Clear,44.8
11,15200,1410,Wheat,Grade A,2,7,1000,Tractor Trolley,11,0,1,Overcast,62.0
8,10200,690,Mustard,Grade C (High Moisture),3,11,1000,Tractor Trolley,17,0,1,Clear,55.3
8,7400,400,Wheat,Grade B,4,9,1000,Truck (6-Wheeler),11,3,0,Clear,40.3
12,15300,1920,Paddy,Grade A,2,9,1000,Bullock Cart,12,5,1,Clear,86.8
8,9400,420,Chana,Grade B,3,3,1000,Tractor Trolley,11,3,0,Clear,60.7
2,2000,860,Wheat,Grade B,1,2,1000,Mini Truck (Pickup),14,3,0,Clear,29.2
10,11700,340,Wheat,Grade A,1,2,500,Mini Truck (Pickup),15,5,1,Overcast,126.4
9,12700,600,Wheat,Grade A,2,4,1000,Tractor Trolley,11,2,1,Clear,67.6
16,16200,910,Cotton,Grade B,2,12,1000,Tractor Trolley,11,1,1,Clear,135.3
10,10200,790,Mustard,Grade B,2,5,1000,Mini Truck (Pickup),15,4,1,Clear,77.8
8,9100,2430,Paddy,Grade C (High Moisture),3,5,2500,Mini Truck (Pickup),17,1,1,Clear,67.7
13,14900,1710,Mustard,Grade A,3,8,4000,Mini Truck (Pickup),10,5,1,Overcast,64.2
13,14300,1380,Wheat,Grade A,3,7,1500,Tractor Trolley,12,6,1,Clear,53.4
11,13200,1040,Soybean,Grade B,3,7,1500,Mini Truck (Pickup),13,6,1,Clear,64.3
9,9700,1350,Maize,Grade B,2,2,4000,Tractor Trolley,11,1,0,Clear,91.0
8,11600,1200,Sugarcane,Grade B,3,8,1000,Mini Truck (Pickup),13,5,1,Clear,43.9
11,10200,830,Chana,Grade A,4,6,4000,Tractor Trolley,10,4,0,Clear,50.3
10,14200,4600,Paddy,Grade A,3,5,4000,Mini Truck (Pickup),13,5,0,Clear,55.7
11,14900,4080,Paddy,Grade A,2,10,2500,Mini Truck (Pickup),13,0,1,Overcast,67.4
9,12300,1900,Maize,Grade A,2,4,1500,Truck (6-Wheeler),12,6,0,Overcast,80.7
5,4800,1700,Wheat,Grade A,3,7,1500,Tractor Trolley,12,3,0,Clear,23.1
5,5700,2480,Paddy,Grade B,3,12,1500,Tractor Trolley,9,0,1,Overcast,30.4
8,7800,840,Wheat,Grade A,2,7,1000,Tractor Trolley,12,0,0,Clear,34.1
6,8800,680,Paddy,Grade A,3,3,500,Tractor Trolley,12,1,0,Clear,41.9
9,10400,1210,Cotton,Grade C (High Moisture),5,12,500,Mini Truck (Pickup),13,0,1,Clear,48.7
15,14000,2090,Wheat,Grade A,2,6,500,Tractor Trolley,10,3,0,Clear,68.8
3,3000,590,Wheat,Grade A,1,2,1500,Tractor Trolley,15,4,0,Clear,31.6
3,3300,1940,Mustard,Grade A,3,8,2500,Tractor Trolley,14,4,0,Clear,16.7
17,21300,700,Wheat,Grade B,5,5,2500,Tractor Trolley,11,5,1,Overcast,80.7
8,8100,630,Sugarcane,Grade A,1,2,500,Truck (6-Wheeler),10,3,1,Light Rain,171.3
3,3600,1000,Wheat,Grade C (High Moisture),3,3,1500,Tractor Trolley,11,0,1,Clear,32.9
11,10100,2080,Mustard,Grade B,2,3,1000,Tractor Trolley,9,1,1,Clear,138.7
8,11900,2240,Paddy,Grade B,3,5,1500,Tractor Trolley,12,3,1,Clear,59.3
16,23900,1460,Wheat,Grade A,4,8,2500,Tractor Trolley,11,2,1,Clear,61.7
10,13100,4440,Paddy,Grade C (High Moisture),3,2,1000,Tractor Trolley,11,0,1,Clear,101.3
3,3700,520,Cotton,Grade B,3,10,2500,Truck (6-Wheeler),9,3,1,Overcast,23.8
2,2100,870,Soybean,Grade B,3,5,1500,Mini Truck (Pickup),9,3,1,Clear,14.7
2,2800,650,Mustard,Grade B,3,5,1500,Truck (6-Wheeler),9,0,0,Overcast,18.9
5,4900,2720,Wheat,Grade B,2,2,1000,Tractor Trolley,11,5,1,Clear,54.2
13,11900,820,Wheat,Grade A,5,12,1500,Tractor Trolley,12,3,0,Clear,36.6
4,5500,2880,Paddy,Grade A,2,4,1500,Tractor Trolley,16,6,0,Clear,31.5
8,10600,560,Wheat,Grade A,3,10,500,Tractor Trolley,13,4,0,Clear,27.7
10,10500,2360,Paddy,Grade A,2,6,1500,Mini Truck (Pickup),12,3,0,Clear,56.1
5,6700,770,Sugarcane,Grade B,1,3,2500,Tractor Trolley,10,0,0,Clear,60.3
5,7100,490,Cotton,Grade A,1,4,1000,Tractor Trolley,13,2,1,Clear,78.2
5,7100,940,Maize,Grade A,2,9,2500,Tractor Trolley,15,5,1,Clear,28.3
4,4900,510,Mustard,Grade A,2,6,1500,Tractor Trolley,10,5,0,Clear,31.0
5,6200,530,Soybean,Grade C (High Moisture),3,6,500,Tractor Trolley,10,4,0,Clear,44.6
11,13800,1030,Wheat,Grade B,2,7,2500,Mini Truck (Pickup),10,4,1,Clear,68.0
0,0,470,Maize,Grade B,2,8,1500,Mini Truck (Pickup),14,3,0,Clear,3.1
6,7800,790,Soybean,Grade B,4,9,1500,Mini Truck (Pickup),12,0,0,Clear,35.1
9,9300,1000,Wheat,Grade B,2,4,2500,Tractor Trolley,10,3,0,Clear,63.8
5,5300,1550,Paddy,Grade B,2,3,2500,Mini Truck (Pickup),10,6,0,Clear,49.0
6,6700,2220,Sugarcane,Grade A,3,5,500,Tractor Trolley,13,4,0,Overcast,43.5
8,11400,1270,Maize,Grade B,5,3,2500,Tractor Trolley,13,5,0,Clear,37.4
9,11500,780,Paddy,Grade B,1,5,4000,Mini Truck (Pickup),10,2,1,Clear,116.7
10,13400,930,Cotton,Grade B,1,7,1500,Tractor Trolley,12,2,0,Light Rain,160.1
3,2800,1490,Paddy,Grade A,3,5,1000,Tractor Trolley,8,5,0,Clear,18.6
9,9400,1170,Paddy,Grade C (High Moisture),1,3,1500,Truck (6-Wheeler),10,4,0,Clear,160.2
9,12200,1080,Paddy,Grade B,3,8,1000,Tractor Trolley,12,4,0,Overcast,40.1
6,7300,960,Wheat,Grade B,2,5,1500,Mini Truck (Pickup),12,0,0,Clear,36.5
5,5100,1330,Mustard,Grade B,3,11,1500,Tractor Trolley,8,6,0,Clear,22.0
3,3700,490,Maize,Grade A,1,7,1000,Mini Truck (Pickup),14,0,0,Light Rain,36.5
4,5000,840,Soybean,Grade A,2,6,2500,Tractor Trolley,13,2,0,Overcast,33.1
11,14200,860,Wheat,Grade A,4,5,2500,Tractor Trolley,13,4,1,Overcast,60.5
5,4500,1120,Maize,Grade B,5,12,1000,Mini Truck (Pickup),14,3,1,Clear,16.5
11,16400,1180,Wheat,Grade A,3,6,1500,Mini Truck (Pickup),11,3,0,Clear,47.4
1,900,1100,Paddy,Grade B,5,8,500,Mini Truck (Pickup),14,5,0,Clear,4.1
10,10200,2210,Soybean,Grade B,1,7,1000,Mini Truck (Pickup),10,0,0,Clear,125.4
13,11800,990,Paddy,Grade B,4,10,1000,Tractor Trolley,10,1,1,Overcast,60.1
9,10500,380,Wheat,Grade A,3,7,1000,Mini Truck (Pickup),12,3,0,Clear,35.1
9,9200,380,Wheat,Grade A,2,7,2500,Tractor Trolley,11,2,0,Overcast,42.9
5,4700,1940,Paddy,Grade C (High Moisture),3,5,1000,Tractor Trolley,9,1,1,Clear,44.8
5,6900,2240,Maize,Grade B,3,5,4000,Tractor Trolley,8,3,1,Clear,38.4
6,8100,1510,Sugarcane,Grade A,4,5,1500,Tractor Trolley,15,1,0,Clear,29.4
5,4600,5000,Maize,Grade B,2,3,500,Tractor Trolley,14,3,0,Overcast,48.2
5,5500,2570,Soybean,Grade A,2,6,1500,Mini Truck (Pickup),12,1,0,Clear,31.6
3,3800,800,Maize,Grade A,2,5,1500,Tractor Trolley,12,5,0,Clear,20.3
5,7500,1290,Soybean,Grade A,4,7,1000,Tractor Trolley,10,0,1,Overcast,37.1
6,6900,650,Wheat,Grade A,4,9,1500,Bullock Cart,10,6,0,Clear,27.4
7,7000,3140,Chana,Grade A,2,5,2500,Mini Truck (Pickup),11,2,0,Clear,36.9
12,13000,1340,Paddy,Grade B,4,5,1000,Bullock Cart,12,3,0,Overcast,81.3
10,13000,590,Chana,Grade A,5,12,4000,Tractor Trolley,13,2,0,Clear,28.2
7,6700,2490,Wheat,Grade A,2,6,4000,Tractor Trolley,17,5,1,Clear,32.6
8,11900,1410,Mustard,Grade A,5,11,4000,Mini Truck (Pickup),10,4,1,Clear,28.2
6,7000,640,Mustard,Grade B,4,3,1500,Tractor Trolley,15,0,1,Clear,46.1
8,10800,2780,Sugarcane,Grade A,4,7,1000,Tractor Trolley,12,4,0,Overcast,35.5
8,7400,1480,Maize,Grade B,1,6,500,Tractor Trolley,12,3,1,Clear,104.6
9,11700,1960,Paddy,Grade A,4,7,1000,Truck (6-Wheeler),12,3,1,Clear,57.4
11,13400,1030,Cotton,Grade A,5,10,1000,Tractor Trolley,12,0,1,Overcast,62.0
9,9300,1720,Paddy,Grade A,3,11,500,Tractor Trolley,12,3,1,Clear,32.4
8,8100,1590,Wheat,Grade B,4,9,4000,Mini Truck (Pickup),11,2,0,Overcast,33.0
6,6600,450,Wheat,Grade A,3,12,4000,Mini Truck (Pickup),11,6,0,Clear,23.6
6,6700,800,Wheat,Grade A,1,2,1500,Mini Truck (Pickup),9,0,1,Clear,72.3
4,5500,540,Cotton,Grade A,3,6,500,Mini Truck (Pickup),8,1,0,Overcast,29.0
2,2400,1540,Soybean,Grade B,4,10,1500,Tractor Trolley,17,5,0,Light Rain,22.3
3,3400,2090,Soybean,Grade B,2,3,500,Tractor Trolley,14,1,0,Clear,34.7
5,7500,360,Wheat,Grade B,2,7,2500,Mini Truck (Pickup),10,0,0,Clear,30.8
11,12700,980,Wheat,Grade A,3,10,1500,Truck (6-Wheeler),11,3,0,Clear,49.9
7,8400,1960,Wheat,Grade B,5,7,1500,Bullock Cart,9,3,0,Clear,33.3
2,2700,660,Wheat,Grade A,3,6,1000,Tractor Trolley,15,0,0,Clear,10.1
2,2300,1240,Wheat,Grade B,3,9,1500,Tractor Trolley,15,2,0,Clear,7.0
5,6800,800,Paddy,Grade C (High Moisture),3,4,1500,Truck (6-Wheeler),16,1,0,Clear,53.7
4,5900,2470,Cotton,Grade B,2,10,4000,Truck (6-Wheeler),9,0,0,Clear,34.3
15,20100,1270,Cotton,Grade B,2,2,1500,Mini Truck (Pickup),10,1,1,Clear,220.8
12,17800,1850,Cotton,Grade A,5,8,1500,Tractor Trolley,13,5,1,Clear,68.3
11,10100,1030,Paddy,Grade A,2,6,500,Tractor Trolley,13,0,1,Clear,68.1
4,3700,1340,Mustard,Grade A,3,7,1000,Tractor Trolley,11,2,0,Clear,23.1
8,11400,2020,Maize,Grade B,2,4,4000,Mini Truck (Pickup),9,0,0,Clear,54.2
14,20200,2420,Paddy,Grade A,3,7,500,Tractor Trolley,12,3,0,Clear,59.7
8,7900,420,Wheat,Grade A,2,3,1000,Tractor Trolley,10,1,0,Clear,62.9
10,14000,1970,Paddy,Grade A,3,6,2500,Mini Truck (Pickup),11,4,0,Clear,47.9
6,8200,1600,Wheat,Grade B,2,2,1500,Bullock Cart,10,4,0,Clear,68.3
2,2300,1950,Paddy,Grade A,4,5,500,Mini Truck (Pickup),16,0,0,Clear,13.2
15,15400,2210,Wheat,Grade A,3,3,1500,Tractor Trolley,12,3,1,Overcast,94.4
13,13300,540,Paddy,Grade A,2,6,4000,Mini Truck (Pickup),13,2,1,Clear,74.1
14,17400,920,Wheat,Grade A,2,6,500,Tractor Trolley,12,4,0,Clear,60.2
6,6700,640,Mustard,Grade A,1,3,4000,Mini Truck (Pickup),11,2,1,Clear,77.1
8,7900,1140,Wheat,Grade A,2,2,4000,Mini Truck (Pickup),13,2,0,Clear,61.6
3,3100,990,Cotton,Grade A,4,5,500,Tractor Trolley,9,1,0,Clear,18.6
5,5600,1860,Wheat,Grade A,2,4,1500,Tractor Trolley,10,2,0,Clear,38.7
3,3200,360,Wheat,Grade B,5,12,1500,Mini Truck (Pickup),16,0,0,Clear,14.9
14,20100,1570,Soybean,Grade B,2,8,1000,Tractor Trolley,10,3,1,Light Rain,124.6
8,9100,3180,Mustard,Grade A,2,10,1000,Tractor Trolley,11,1,0,Light Rain,59.5
6,5600,2290,Wheat,Grade A,4,6,500,Mini Truck (Pickup),17,5,1,Overcast,31.9
10,13500,1330,Mustard,Grade A,3,5,500,Tractor Trolley,12,0,1,Overcast,75.4
3,3000,680,Cotton,Grade A,4,11,2500,Mini Truck (Pickup),9,1,0,Clear,16.9
11,13900,2460,Paddy,Grade A,2,7,2500,Tractor Trolley,11,5,1,Clear,64.9
14,13700,1260,Paddy,Grade B,2,6,500,Mini Truck (Pickup),12,3,1,Overcast,95.9
9,9500,780,Soybean,Grade B,3,9,2500,Tractor Trolley,12,0,1,Clear,51.4
5,6100,770,Wheat,Grade B,2,10,1500,Tractor Trolley,10,3,0,Clear,38.6
10,13600,670,Paddy,Grade A,1,4,1000,Tractor Trolley,10,1,1,Clear,111.6
12,10900,490,Paddy,Grade A,4,7,500,Mini Truck (Pickup),11,4,0,Clear,55.4
7,7700,1450,Maize,Grade B,4,10,500,Tractor Trolley,13,0,0,Clear,30.0
4,4200,1560,Soybean,Grade A,3,12,1500,Tractor Trolley,16,3,0,Clear,15.7
9,11400,1680,Soybean,Grade A,2,6,1500,Tractor Trolley,12,5,0,Clear,54.6
9,8500,1400,Maize,Grade A,2,7,2500,Tractor Trolley,10,5,1,Overcast,56.0
6,5700,890,Sugarcane,Grade B,1,4,500,Tractor Trolley,12,6,0,Overcast,75.9
10,12600,810,Mustard,Grade B,2,3,4000,Tractor Trolley,11,5,1,Clear,133.1
5,7500,1070,Maize,Grade A,2,6,500,Mini Truck (Pickup),9,2,0,Overcast,27.3
3,2900,1020,Sugarcane,Grade B,4,12,1000,Tractor Trolley,8,4,0,Clear,12.1
7,8500,1990,Wheat,Grade B,3,5,1000,Tractor Trolley,11,4,0,Clear,43.7
13,18600,1430,Mustard,Grade A,2,4,1000,Tractor Trolley,11,1,1,Clear,118.2
14,13200,2200,Mustard,Grade A,4,7,1000,Tractor Trolley,11,2,1,Clear,76.1
8,11600,1750,Soybean,Grade C (High Moisture),3,7,1500,Tractor Trolley,12,1,1,Clear,61.7
10,13800,2190,Soybean,Grade A,4,12,1000,Tractor Trolley,10,5,1,Clear,41.7
2,2400,930,Soybean,Grade A,1,4,1500,Tractor Trolley,9,2,0,Clear,25.6
7,9200,810,Chana,Grade B,4,5,1000,Tractor Trolley,10,2,0,Overcast,46.8
2,2600,870,Cotton,Grade A,3,10,1000,Mini Truck (Pickup),9,6,0,Clear,14.3
14,14600,1230,Wheat,Grade B,2,2,1500,Tractor Trolley,12,0,1,Clear,147.9
10,14900,1190,Wheat,Grade A,3,7,500,Truck (6-Wheeler),13,5,0,Clear,49.2
3,3300,2970,Cotton,Grade B,3,5,2500,Mini Truck (Pickup),10,3,0,Clear,32.5
2,3000,1280,Paddy,Grade B,3,8,1000,Tractor Trolley,9,2,0,Clear,10.4
2,2700,790,Paddy,Grade A,4,8,2500,Tractor Trolley,17,0,0,Overcast,14.4
8,8400,990,Paddy,Grade A,4,9,1500,Tractor Trolley,13,1,1,Clear,36.1
7,10200,3180,Soybean,Grade A,2,8,1500,Tractor Trolley,12,2,1,Overcast,55.7
8,10000,620,Paddy,Grade A,2,6,1500,Tractor Trolley,16,0,0,Clear,40.2
7,9200,860,Soybean,Grade B,3,7,2500,Tractor Trolley,11,5,0,Overcast,37.7
12,12100,1530,Soybean,Grade B,3,8,2500,Mini Truck (Pickup),10,1,1,Clear,60.2
10,12200,680,Paddy,Grade B,3,7,4000,Tractor Trolley,11,4,1,Clear,54.5
5,4600,750,Paddy,Grade C (High Moisture),5,12,2500,Bullock Cart,14,4,0,Overcast,19.1
2,2600,1080,Maize,Grade B,2,6,500,Tractor Trolley,17,5,0,Clear,16.2
6,5600,3590,Mustard,Grade B,3,3,2500,Mini Truck (Pickup),17,3,0,Overcast,49.8
4,5700,1320,Paddy,Grade B,2,4,500,Mini Truck (Pickup),9,4,1,Clear,38.6
5,6700,1210,Wheat,Grade A,4,7,500,Truck (6-Wheeler),12,5,0,Clear,27.3
2,2300,930,Wheat,Grade B,2,5,1500,Tractor Trolley,14,4,0,Clear,16.8
8,11500,1950,Wheat,Grade B,5,8,1500,Mini Truck (Pickup),11,0,1,Clear,40.4
4,5200,2530,Paddy,Grade A,3,6,2500,Tractor Trolley,15,5,0,Light Rain,28.5
2,2900,590,Wheat,Grade C (High Moisture),3,6,500,Mini Truck (Pickup),14,1,1,Heavy Rain,48.6
4,3800,1240,Mustard,Grade A,1,4,2500,Tractor Trolley,12,4,1,Clear,57.1
11,13800,1160,Chana,Grade A,3,4,1500,Tractor Trolley,11,3,0,Clear,60.2
10,10400,1040,Mustard,Grade A,1,2,1000,Tractor Trolley,11,0,0,Clear,147.8
4,5500,1160,Chana,Grade A,1,5,2500,Mini Truck (Pickup),9,0,0,Clear,39.5
6,6500,1020,Maize,Grade A,4,12,500,Bullock Cart,9,3,0,Clear,19.0
2,2800,1600,Mustard,Grade B,1,2,1000,Tractor Trolley,14,0,0,Overcast,37.3
9,12700,1160,Paddy,Grade B,4,12,500,Tractor Trolley,12,1,1,Clear,40.9
5,6300,970,Paddy,Grade B,2,3,500,Tractor Trolley,13,5,0,Clear,56.5
6,8500,1620,Soybean,Grade B,1,2,1500,Tractor Trolley,12,0,0,Clear,105.8
9,13300,1590,Soybean,Grade A,5,12,1500,Bullock Cart,11,2,1,Clear,39.5
10,13300,970,Paddy,Grade A,3,6,1000,Tractor Trolley,10,0,1,Overcast,62.4
4,5700,1500,Wheat,Grade B,2,2,1500,Tractor Trolley,9,4,1,Overcast,51.3
8,7900,1760,Maize,Grade B,2,8,4000,Tractor Trolley,13,3,1,Clear,55.4
10,13300,3310,Paddy,Grade B,4,9,1500,Tractor Trolley,11,1,0,Clear,45.4
12,12200,1620,Wheat,Grade A,2,8,500,Tractor Trolley,13,1,1,Clear,64.8
1,1300,1200,Maize,Grade A,4,7,1000,Tractor Trolley,9,5,0,Clear,5.7
4,4200,1280,Cotton,Grade C (High Moisture),1,7,1000,Tractor Trolley,14,3,1,Clear,82.7
5,4700,1100,Mustard,Grade B,1,4,500,Mini Truck (Pickup),9,4,1,Clear,72.6
3,2700,800,Soybean,Grade A,3,6,500,Mini Truck (Pickup),15,6,0,Clear,19.0
1,1000,5000,Cotton,Grade A,2,2,4000,Tractor Trolley,15,4,0,Clear,13.4
16,17400,800,Cotton,Grade A,1,2,1500,Tractor Trolley,10,3,0,Clear,240.0
7,8800,550,Paddy,Grade A,3,9,500,Truck (6-Wheeler),12,1,0,Clear,38.6
4,3600,2650,Paddy,Grade A,2,4,1500,Tractor Trolley,9,0,1,Clear,26.5
7,6300,810,Maize,Grade B,3,10,500,Tractor Trolley,11,3,0,Clear,30.6
12,13900,420,Paddy,Grade C (High Moisture),3,3,2500,Mini Truck (Pickup),11,0,0,Overcast,106.5
5,7500,280,Wheat,Grade B,2,2,1000,Tractor Trolley,9,5,1,Clear,53.7
11,15600,2760,Wheat,Grade B,4,10,1000,Mini Truck (Pickup),11,5,1,Overcast,45.9
12,11200,1540,Paddy,Grade B,3,7,1000,Mini Truck (Pickup),10,4,0,Light Rain,69.0
6,8000,2230,Paddy,Grade A,3,3,1500,Tractor Trolley,13,1,0,Clear,39.3
2,2400,1270,Mustard,Grade A,3,10,1500,Tractor Trolley,9,1,0,Overcast,12.1
4,5600,3380,Paddy,Grade A,3,6,1500,Tractor Trolley,16,4,0,Clear,19.1
8,9800,5000,Wheat,Grade B,4,8,1000,Truck (6-Wheeler),12,4,1,Clear,52.3
12,15500,630,Cotton,Grade C (High Moisture),2,4,1000,Mini Truck (Pickup),12,2,0,Clear,140.7
3,4300,510,Soybean,Grade A,3,6,1500,Tractor Trolley,16,1,1,Clear,17.1
4,3900,630,Wheat,Grade A,2,2,1000,Tractor Trolley,15,5,0,Clear,29.7
6,7900,1970,Mustard,Grade A,3,6,500,Tractor Trolley,11,6,0,Clear,38.4
7,8000,730,Cotton,Grade B,2,6,500,Tractor Trolley,13,3,0,Clear,63.2
9,10700,800,Maize,Grade A,1,8,500,Tractor Trolley,10,2,1,Clear,94.6
6,6900,930,Wheat,Grade C (High Moisture),4,10,1000,Tractor Trolley,13,0,0,Light Rain,41.5
12,16900,2070,Chana,Grade A,1,2,1500,Tractor Trolley,10,5,1,Overcast,172.1
5,6400,2250,Mustard,Grade C (High Moisture),3,8,1500,Tractor Trolley,15,3,1,Clear,37.3
3,3200,1310,Soybean,Grade A,3,10,1000,Tractor Trolley,14,0,1,Clear,20.7
6,7800,1320,Wheat,Grade A,1,3,1500,Truck (6-Wheeler),12,1,1,Overcast,84.8
9,10500,500,Mustard,Grade A,3,4,1500,Mini Truck (Pickup),10,0,0,Clear,64.1
1,1400,1090,Maize,Grade B,2,8,1500,Tractor Trolley,8,2,1,Clear,7.5
4,5900,1520,Paddy,Grade A,4,4,1000,Tractor Trolley,9,1,0,Overcast,17.3
8,8700,450,Paddy,Grade B,3,8,2500,Truck (6-Wheeler),13,4,0,Clear,45.1
10,14200,1490,Mustard,Grade A,3,8,2500,Tractor Trolley,12,4,0,Overcast,45.3
4,5900,700,Wheat,Grade B,3,4,500,Tractor Trolley,8,4,1,Heavy Rain,69.5
7,9800,690,Mustard,Grade A,2,8,1500,Tractor Trolley,11,4,1,Clear,52.6
9,11200,2380,Wheat,Grade A,5,12,1000,Mini Truck (Pickup),11,1,0,Clear,29.1
9,11400,1400,Wheat,Grade A,3,8,2500,Tractor Trolley,13,1,0,Clear,28.0
